"Id","Title","Price","Distance","Time","EstimationMusic","Popularity","Category"
"546207","24. Literaturpreis der Nürnberger Kulturläden",0.0,260.92660082260227,461,0,239,"Entertainment"
"535287","Weihnacht' im AmbrossGut",0.0,65.74450726778853,1036,854,36,"Tourismus"
"536366","Der Aufruhr der Ausgebildeten - Vom Arabischen Frühling zur Occupy-Bewegung .Wolfgang Kraushaar liest und spricht mit Kersten Knipp",6.0,487.05818408230414,595,0,5,"Entertainment"
"538990","Deutschland : Portugal Public-Viewing Innstadt Brauerei",0.0,276.5645567714854,491,70,8,"Entertainment"
"540354","01.11.// DUBCLUB Regensburg - 14Years Mortal Kombat ls Herbalize It",3.5,255.82059929025374,1366,1000,500,"Band"
"540966","ABSCHLUSSFEIER mit DJ SAILO",0.0,254.42059715012067,776,753,27,"Entertainment"
"539336","Kreuzfahrt der Träume in Leverkusen",36.9,472.21902997342767,1569,730,0,"Band"
"539679","Milli Häuser präsentiert: Tatort Jazz - Louis Armstrong Night",0.0,458.2025801531411,448,1000,59,"Entertainment"
"539685","ABB November 2012  6 JAHRE ABB DJ LORD JAZZ (LORDS OF THE UNDERGROUND/ New Jersey)",6.0,433.6910148806368,665,1000,500,"Band"
"537330","Soundz of the city (3/2014) - mit INCESSANT, FRÄULEIN INGRID AUS STOCKHOLM + WHO ON EARTH",5.0,375.87005827346405,1146,1000,7,"Band"
"535895","Burghauser Hexenkessel 2014 - Der Rosenmontagsball",12.0,328.33252455677473,1123,1000,111,"Entertainment"
"535847","Major Calm - Folk, Blues & Soul",10.0,353.8233959223948,1574,1000,57,"Entertainment"
"540239","14 Jahre Ladies Night!  Sa.07.03.2015 @ Village Dortmund!",0.0,439.8125119392884,1492,1000,16,"Band"
"539999","Monkey Business - Diamant",1.0,470.48645155014225,1393,1000,130,"Tourismus"
"532764","Die letzten 5 Jahre - ein Kammermusical",10.0,353.8233959223948,1367,144,57,"Entertainment"
"570492","Klassik trifft Pop mit Mary and the Poppins u. a.",12.0,537.7528876481903,1379,1000,228,"Entertainment"
"567550","NOIZE SUPPRESSOR @ BLACKOUT FESTIVAL 2015",1.2,443.491215084799,1527,1000,94,"Band"
"529500","ADOLF SÜDKNECHT trifft WANDERKINO",15.0,100.10037394017743,844,79,250,"Entertainment"
"529693","ROCK DAS TUBE mit WORTSPIEL + HELLFIRE CLUB [EINTRITT FREI]",0.0,486.37585381611206,1006,1000,500,"Entertainment"
"570924","Schäl Sick Brass Band",12.0,537.7528876481903,639,1000,228,"Entertainment"
"567741","80er Party",6.0,252.71883493660656,1037,1000,500,"Entertainment"
"578651","SzaZa plays Polanski. Finissage der Ausstellung  Roman Polanski als Regisseur und Schauspieler ",5.0,259.60505911022597,1549,0,208,"Entertainment"
"579048","Y.B.G.H. UNI SEMESTER OPENING // MONO x SCALA",4.0,254.90355479179925,1531,1000,0,"Entertainment"
"572024","Groove Club: Jamroulette 04/12",0.0,439.51514064865404,425,1000,500,"Band"
"571634","CITY FIT ZUMBA-PARTY",10.0,223.92766915025254,1134,1000,107,"Sport"
"572508","Val'n'Tin feiert 50 Jahre Deutsch-Französische Freundschaft im Quiches et Gourmandises",8.0,482.18031679469857,722,1000,54,"Band"
"572201","Paddy`s Last Order live @ The Irish Pixie, Würzburg",0.0,304.1517588052815,1436,1000,115,"Band"
"578681","Metal Night mit DJ Ketzer!",0.0,426.3684042503918,1541,1000,84,"Entertainment"
"578426","5. Afterwork Party im Rincklakes mit  THE SAZERAC SWINGERS ",0.0,383.1381248560016,1322,1000,24,"Entertainment"
"569795","Rock-Pop-Akustik-Session - Opener: RUBBERBOOTS",0.0,458.80649280560715,1195,1000,500,"Band"
"584208","Liebling, wir müssen reden / Musik-Kabarett von & mit Sylvia Brécko",14.0,512.6231407380451,1197,0,275,"Entertainment"
"539748","FRIENDLY FIRE // MB Edition ls. KEEP IT REAL",6.0,255.82059929025374,868,1000,500,"Band"
"539914","UNDERGROUND GUITAR / 22 Uhr",10.0,398.0790406586337,456,1000,33,"Entertainment"
"583459","Open Hour",0.0,539.4533798171345,448,129,23,"Sport"
"581571","OFF THE WALL",6.0,376.11809848829256,1135,1000,4,"Entertainment"
"583122","Levantino",13.0,261.4156823935278,1532,1000,128,"Entertainment"
"190597","EULE ON SPEED 120 Minuten Party Münster / FREIER EINTRITT BIS 21:30 UHR!",0.0,434.98663028076237,1161,908,54,"Entertainment"
"190753","07.12 ~ 1 YEAR NO BOOTY NO PARTY ~ SIR JAI (Kool Savas) - Jugglerz (DJ Meska & Shotta Paul) - DJ Sidekickz ~ VILLA FLORA",9.0,361.7205615437516,1037,1000,163,"Entertainment"
"197396","? BLACK JACK ? FR.17.1.2014 ?",8.0,360.0344598545415,1078,1000,6,"Entertainment"
"197571","Das Märchenzelt: »Die schönsten Märchen zum Frühlinsanfang« (ab 4)",7.0,362.07009218061336,1507,0,344,"Entertainment"
"197605","Rock Before X-Mas 7",22.0,408.91106960399225,688,1000,105,"Entertainment"
"191897","Blackout! - Die Metalparty",5.0,438.9706395730889,1415,1000,32,"Band"
"197864","Einfach Ich - Lecusay Martin",16.0,485.51756683146095,1359,0,265,"Entertainment"
"197899","The Making of a Diva - Diva La Kruttke",16.0,485.51756683146095,981,777,265,"Entertainment"
"191762","Voll krass Deutsch - Martin Maier-Bode",15.0,485.51756683146095,448,0,265,"Entertainment"
"191695","FUDU – DIE SCHILDKRÖTE",0.0,359.744421715997,507,0,334,"Tourismus"
"191818","Augsburger A-cappella-Tage Greg is Back",25.0,360.66857996413603,1287,1000,48,"Tourismus"
"191933","Wenn dat Rosi zweimal klingelt - Sabine Wiegand",15.0,485.51756683146095,494,0,265,"Entertainment"
"197321","Litha - Schwarzromantischer Tanz",0.0,214.4750607627516,1233,1000,92,"Entertainment"
"202575","Kinderoper Prag - Frühlingsprogramm",9.0,195.9976634985978,449,0,274,"Entertainment"
"202629","Kabarett Sauvignon - Thomas C. Breuer",16.0,485.51756683146095,1086,0,265,"Entertainment"
"202738","Divas Live - Susan Kent",16.0,485.51756683146095,949,1000,265,"Entertainment"
"200169","Voice & Strings",16.0,264.20595380306486,1499,1000,98,"Entertainment"
"200223","Das Märchenzelt: Märchenhafte Weinprobe mit der »Schneekönigin« (für Erw.)",29.0,362.07009218061336,1450,0,344,"Entertainment"
"201125","Junges Theater: »Ein Schaf fürs Leben« (ab 4) - Kindertheater",5.0,362.07009218061336,1448,0,344,"Entertainment"
"202011","Salzachtheater Laufen: Arsen und Spitzenhäubchen",12.0,351.0910870307279,1542,0,291,"Entertainment"
"202131","Vernissage: Die Elemente",0.0,257.6588439483883,1393,0,72,"Entertainment"
"201087","Vom Höhlenmann zum Bräutigam! - Lars Hohlfeld",15.0,485.51756683146095,347,0,265,"Entertainment"
"201105","Friday Swing Cologne mit Marc Heldt - 2 Workshops + WCS Party",10.0,475.81221989312223,1533,1000,0,"Sport"
"202856","Mama findet's lustig - Jens Heinrich Claassen",16.0,485.51756683146095,875,0,265,"Entertainment"
"202781","Bal des Deux",25.0,479.4403656934562,610,5,173,"Entertainment"
"199702","SCHWARZHALT",0.0,487.97172493549493,769,1000,0,"Entertainment"
"199958","Neujahrstanzabend Dinslaken",0.0,489.166858484857,1436,998,0,"Sport"
"200376","Das Märchenzelt: »Märchen von Hexen und Trollen« (ab 6)",6.0,362.07009218061336,1475,0,344,"Entertainment"
"200504","Junges Theater Augsburg: »Die zweite Prinzessin« (ab 5) - Kindertheater",5.0,362.07009218061336,1510,0,344,"Entertainment"
"200551","Das Märchenzelt: »Glücksrittermärchen« (für Erw.)",14.0,362.07009218061336,1527,0,344,"Entertainment"
"200601","Konzert mit Chris Columbus",10.0,387.7706188247263,1400,59,106,"Tourismus"
"200700","Salsa Party incl. Workshop",4.0,475.81221989312223,1380,1000,0,"Sport"
"200939","Theater Fritz und Freunde: »Pettersson und Findus« (ab 4) - Kindertheater",6.5,362.07009218061336,1444,0,344,"Entertainment"
"192041","Glow - Big Bang",6.0,0,1001,1000,6,"Band"
"191034","Voll krass Deutsch - Martin Maier-Bode",15.0,485.51756683146095,410,0,265,"Entertainment"
"189562","Das Märchenzelt: »Mitmachmärchen für Schule und Kindergarten«",5.0,362.07009218061336,1551,0,344,"Entertainment"
"192726","All that Variete - mit Charlie Martin und Mayo Velvo",17.0,485.51756683146095,438,973,265,"Entertainment"
"192873","HEIMSPIEL in der Alten Mälze mit MEAN MACHINE und THIS IS MORE 26.02.2015",5.0,255.82059929025374,1483,1000,500,"Band"
"193060","Blackout! - Die Metalparty",5.0,438.9706395730889,1506,1000,32,"Band"
"192622","Das Märchenzelt: »Starke Märchen - starke Biere. Märchenhafte Maibockprobe« (für Erw.)",34.0,362.07009218061336,1562,0,344,"Entertainment"
"192644","Zwischen Traum und Phantasie - Alexander Merk",15.0,485.51756683146095,455,0,265,"Entertainment"
"192705","Mama findet's lustig - Jens Heinrich Claassen",15.0,485.51756683146095,418,0,265,"Entertainment"
"193144","18.01 ~ No Booty No Party ~ Chapter II @ Noho Teabar",0.0,360.5158145083013,714,1000,3,"Entertainment"
"195554","Lichterzauber im Botanischen Garten",1.0,360.66857996413603,1639,1,48,"Tourismus"
"196665","Pettersson & Findus - eine Geburtstagstorte für die Katze",6.0,195.9976634985978,362,0,274,"Entertainment"
"189832","Blackout! - Die Metalparty",5.0,438.9706395730889,1534,1000,32,"Band"
"189763","Der Rabe präsentiert: John Garner (Konzert)",0.0,362.07009218061336,1558,1000,344,"Entertainment"
"189872","Die Schule Natur feiert 20 Jahre: Der Grugapark bei Nacht",0.0,471.6177041980539,1534,0,15,"Tourismus"
"189875","Lichterzauber im Botanischen Garten",1.0,360.66857996413603,1618,1,48,"Tourismus"
"188056","Der Rabe präsentiert: Mystery Hot Club Quintett & Dani Klein (Konzert)",0.0,362.07009218061336,1565,1000,344,"Entertainment"
"203089","Heut gehn ma zu die Komiker",23.5,367.143787285814,395,0,500,"Entertainment"
"203146","Hoagarten mit dem RÖSSLTRIO und Freunden",0.0,356.78011744599706,425,985,266,"Band"
"203050","Im Visier - Benjamin Eisenberg",16.0,485.51756683146095,978,0,265,"Entertainment"
"203609","Fischer's Friends' Live Classics Party",5.0,408.91106960399225,358,1000,105,"Entertainment"
"203857","CHOR ACCELERANDO Just Music V, Rock+Pop Classics...SOLO Show!",2.5,521.2827817032,417,1000,129,"Band"
"752401","Kriminacht mit Wolfgang Schüler bietet authentische Kriminalfälle",7.0,17.01085034069323,722,0,15,"Entertainment"
"752353","8. Wittenberger Sommerkabarett",19.0,118.28141201240551,552,0,500,"Entertainment"
"768236","Weltkindertag!",0.0,513.9962467499505,958,0,11,"Tourismus"
"706807","Vollmondführung",17.0,222.13281002104733,663,0,29,"Tourismus"
"706858","»Look at Beethoven«",0.0,465.7727464638876,971,18,45,"Band"
"706231","Black vs House with Felix Fresh",0.0,176.73920601744769,1009,1000,57,"Entertainment"
"707981","Ladies Night Gold Edition",0.0,426.799058066063,434,659,4,"Band"
"705465","JKR - Lesen am Tresen",0.0,386.0771015908594,1008,0,37,"Entertainment"
"706980","Victor Hugo - Dinslaken",0.0,490.2476723487167,729,993,2,"Band"
"705294","WE LOVE FRIDAYS",0.0,474.57691598144197,1463,1000,40,"Entertainment"
"706338","Frühkommertarif",13.5,470.22812521366706,1448,0,12,"Beauty"
"707834","Kinderklettern am Mittwoch",9.5,99.08769525097821,404,0,1,"Sport"
"706847","Almost Heart-Chor im Hemingway's",0.0,254.89760732200395,1048,990,40,"Band"
"703752","Mittwochs Tango La Torre",5.0,474.7613736799281,1517,992,0,"Entertainment"
"705793","La noche latina con guitarrista Pepe Cuesta y invitados",0.0,102.94935355431821,1490,1000,76,"Tourismus"
"776783","B-DAY´S / DJ  HEAVY BELLY / April Geburtstagsspecial / KLUB13",0.0,426.3790260669101,1541,1000,4,"Entertainment"
"777079","Stuzubi Düsseldorf",0.0,483.98679055522643,966,0,315,"Bildung"
"776987","FAVIS Halbfinale",1.0,461.9966707270019,1015,1000,47,"Band"
"775517","MAGISCHE NACHT MIT REINHOLD MESSNER: PASSION FOR LIMITS",5.0,480.33130030800726,560,0,22,"Tourismus"
"785031","Dark Stop",1.0,459.6043825728441,740,1000,20,"Entertainment"
"783915","Theater | - CAESAR - nach Shakespeare",5.0,360.1224685006313,1251,0,6,"Entertainment"
"784595","Saitensprung CHEMNITZ - Songslam",5.0,61.969793085721705,1197,997,500,"Band"
"784702","OST+FRONT in der KuFa Krefeld",14.0,499.7185136653925,658,1000,468,"Band"
"784608","Studentnight | Eintritt frei!",0.0,0,1356,983,8,"Band"
"767759","Sonderausstellung im Gerbereimuseum",0.0,339.7057691314774,539,0,4,"Tourismus"
"785004","SOMMER OPEN AIR - one & six Symphonic Strings",0.0,296.55954584352764,918,997,103,"Tourismus"
"767853","toys2masters - Hinrunde 2012 ( Tag 8 )",0.0,463.5774880919884,409,840,87,"Band"
"767503","Fatal-Nightz",5.99,101.0849998052325,672,1000,255,"Band"
"766763","Zither - von Folklore bis Rock'n'Roll",5.0,230.50568410649504,1156,1000,41,"Band"
"768867","Schall & Rausch (Afterhour) -Jeden Sonntag-",0.0,474.8929161366579,1184,263,15,"Band"
"767136","The Living Toy + Scratch | Wild Rover Aachen",5.0,0,1636,1000,197,"Band"
"771855","JIMP + STATE ZERO + JUKEBOXX RIOT + BOX ELEVEN @ Garage Deluxe",5.0,360.04855416674366,1064,1000,364,"Band"
"785377","BLACK IS BEAUTY!",0.0,301.15235375389926,1449,1000,26,"Entertainment"
"785434","Multimediale Inszenierung: Judas Iskarioth ein Verräter?",12.5,479.5535156256918,1162,0,3,"Tourismus"
"794281","VERCEHR IMPLIZIERT - Lesung der Schreibwerkstatt",4.0,356.6964846354187,1308,0,141,"Entertainment"
"793889","Krabbelalarm im Tucherland",4.5,256.2366703495781,760,0,7,"Tourismus"
"795479","Michaela Hafner",15.0,266.50193400407744,1540,70,58,"Entertainment"
"787133","Halloween Weekend",0.0,273.13634387633533,1000,1000,8,"Entertainment"
"786978","Nistkastenbau mit dem NABU",8.0,513.9962467499505,1114,0,11,"Tourismus"
"786941","+++ LADIES-NIGHT +++",0.0,126.1631389443458,1371,0,15,"Entertainment"
"786065","La noche mexicana con guitarrista Pepe Cuesta y invitados",0.0,102.94935355431821,1455,1000,76,"Tourismus"
"794927","Nachtschwärmer",14.5,470.22812521366706,1437,848,12,"Beauty"
"793584","Moosacher StadtteilLauf",0.0,357.39782458291745,862,0,238,"Entertainment"
"773145","Torche | Jade & Lotus | Köln, Underground | 20. Juli 2013",12.0,477.7636122791288,897,1000,500,"Band"
"772665","Sketch up mit Ruth",10.0,490.49365734918626,1535,999,0,"Entertainment"
"783405","'Pünktchen und Anton' mit Podiumsgespräch bei der Bonner Theaternacht",17.5,465.80064281021697,1559,0,9,"Entertainment"
"785481","Nachtschwärmer",14.5,470.22812521366706,1476,848,12,"Beauty"
"785752","Frühkommertarif",13.5,470.22812521366706,1472,0,12,"Beauty"
"786416","Sonderausstellung im Gerbereimuseum",0.0,339.7057691314774,607,0,4,"Tourismus"
"785218","Oldies - Night, die Besten Hits der 80er, 90er und Neuzeit - Garatiert zum mitsingen!",0.0,312.2578981444674,1484,1000,19,"Entertainment"
"786070","HIP HOP HOOD / DJ ROB BANKZ / DJ LTODAZEE / BIRTHDAY SPECIAL / KLUB 13",0.0,426.3790260669101,1513,1000,4,"Entertainment"
"786020","ROCKZONE 1",0.0,479.25383331330244,749,1000,53,"Entertainment"
"798526","M.WEST West Coast Swing Christmas Party",6.0,362.2669130898216,1411,939,16,"Tourismus"
"797697","Schattentanz Lady's Night mit DJ Ralf",2.0,472.0235293249869,1618,1000,0,"Entertainment"
"784093","2-4-1",0.0,470.22812521366706,1563,0,12,"Beauty"
"800700","Mittelstufenparty ",5.0,267.08566890907207,49,1000,5,"Bildung"
"800841","EP Release Show",0.0,299.20369775444226,714,1000,36,"Band"
"800711","Offener Unterricht CHACHA in Schlierse",15.0,392.6654956859594,1483,0,5,"Sport"
"798900","Official After-IKORO-Party",0.0,375.65219941202145,1189,997,6,"Bildung"
"798505","*Vocatium in Erfurt mit dem DEB*",0.0,192.86361929509656,1564,0,500,"Bildung"
"799112","Konzert im Theaterzelt  Das Schloss  am 20. Juli",0.0,357.9296680448734,897,917,269,"Band"
"800802","Spontan-Gig im Milla-Club",15.0,360.7753179610039,1157,944,500,"Band"
"800784","ÜBERFÜHRUNG // Liaison n°10 // die Lesereihe im Keller der kleinen Künste",5.0,360.1224685006313,1589,0,6,"Entertainment"
"799410","Frankenmexx 2012#3",1.0,259.02386930436154,540,0,41,"Entertainment"
"799420","Salsa-im-Park • Stadtpark Fürth",0.0,262.4390781650757,1608,1000,6,"Band"
"799783","Culture Club mit DJ Ralf",3.0,472.0235293249869,1594,1000,0,"Entertainment"
"800178","KizomBachataLounge im Opera",3.0,259.88166991819804,1528,1000,88,"Band"
"800602","The Denim O´s live @ Irish Pub",0.0,302.17624641325534,868,1000,1,"Band"
"799664","España (Klinikum Starnberg)",0.0,0,1583,1000,117,"Band"
"798110","Semesterabschlusskonzert (II)",0.0,435.99639686524546,728,999,131,"Band"
"798112","PLANET FIVE - Vatertag im Biergarten Stadtwald Krefeld",0.0,499.4056204753088,1560,782,214,"Band"
"798860","*Beach Lime*  Bielefelds Soca Spot (Slin´s B-Day Edition)",0.0,376.4175614903485,1610,1000,24,"Band"
"799796","Kunst Gegen Bares - Templebar -  Einlass: 19:00, Beginn: 20:00",4.0,470.95087905871236,1678,74,12,"Entertainment"
"819475","FrankenMEXX 2012#04",1.0,259.8666366145584,631,0,9,"Entertainment"
"819174","COP CONNECTION LIVE @ BAUER BECKS",10.0,469.8080744681321,1268,780,19,"Band"
"817865","Frühjahrskonzert",10.0,509.89693550665964,764,1000,162,"Band"
"815898","Das Märchenzelt: Schneetochter & Feuersohn (ab 4)",7.0,362.07009218061336,1067,0,344,"Entertainment"
"817245","Konzert Saeldes Sanc & Ernst Horn am WGT-Wochenende",0.0,102.90543786337801,1219,1000,246,"Band"
"812161","Music and Visual Arts",20.0,352.11447157042375,1534,1000,223,"Band"
"812544","3 JAHRE DISKO6000 w/ ANTE PERRY & PHIL FULDNER",10.0,482.53169352638525,974,1000,97,"Entertainment"
"818303","Stephan Ebn - Drum Clinic//Workshop",0.0,283.36604666669945,680,917,8,"Band"
"818471","Lindenblüten in der Schrottgalerie Glonn",0.0,366.8413564908249,1099,997,1,"Band"
"817632","Puppentheater Glöckchen",5.0,13.144975455023468,327,0,0,"Tourismus"
"817923","FUCK 2012 - Silvester in der Baracke",40.0,435.99639686524546,330,1000,417,"Band"
"814745","!!!! Veschoben !!! Neuer Termin wird bekannt gegeben!! Rock´n`Roll Party mit den  MAD REPTILES ",0.0,474.55496157067915,1590,1000,32,"Bildung"
"790129","Nachtschwärmer",14.5,470.22812521366706,1502,848,12,"Beauty"
"789736","Cinepänz: Soul Boy",2.5,470.9657054811691,655,0,271,"Entertainment"
"790137","Frühkommer",13.5,470.22812521366706,1501,2,12,"Beauty"
"789990","Oper mal anders",10.0,99.77979267318415,1017,24,98,"Tourismus"
"789538","Krabbelalarm im Tucherland",4.5,256.2366703495781,879,0,7,"Tourismus"
"789292","MISS TURKUAZ GERMANY 2014 - Das Finale",15.0,465.06154724821147,1345,0,41,"Beauty"
"773538","Jukebox Pussy's Kick your Ass",5.0,0,1030,1000,24,"Band"
"773752","Klavierstunde im Theatercafé - Eintritt frei!!!",0.0,357.1668047595772,1489,999,280,"Entertainment"
"792140","Frühkommertarif",13.5,470.22812521366706,1476,0,12,"Beauty"
"791698","17. Aachener Kunstroute",0.0,537.5509527619253,1330,103,58,"Entertainment"
"791286","Kinderklettern am Dienstag",9.5,99.08769525097821,585,0,1,"Sport"
"792046","Nachtschwärmer",14.5,470.22812521366706,1483,848,12,"Beauty"
"775249","THE POINT CLUB VOL. 18",8.0,418.25328214044384,1499,1000,106,"Entertainment"
"792429","Studentnight | Eintritt frei!",0.0,0,1524,983,8,"Band"
"852890","Nikolausball 2012",20.0,479.7368961719897,673,935,15,"Sport"
"852853","Aufguss Radeln",0.0,49.84557887941254,1037,968,4,"Sport"
"774978","toys2masters - Hinrunde 2012 ( Tag 9 )",0.0,463.5774880919884,410,971,87,"Band"
"845632","Crossathletic Start Upper",25.0,402.8371902865593,988,0,4,"Sport"
"850557","Tschüssball 2014",0.0,466.0361903405798,1425,944,88,"Entertainment"
"850991","Gast House Party goes Halloween",2.5,323.1223393727591,1365,1000,6,"Entertainment"
"847668"," Verhaltensweisen von Hunden in gemischten Gruppen ",7.0,524.7616200780163,722,0,16,"Beauty"
"846493","Beltane im Keltendorf",7.5,250.18417120100412,1561,42,0,"Tourismus"
"849965","Wer hat Angst vor Virginia Woolf",12.0,95.21613030887639,1534,500,13,"Entertainment"
